status,file,source_or_variants
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/02_Founder_Collections/Schauberger/Schauberger_Profile.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/02_Founder_Collections/Schauberger/Schauberger_Works_Index.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/02_Founder_Collections/Schauberger/Schauberger_Patent_Compendium.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/02_Founder_Collections/Dan_Winter/Dan_Winter_Profile.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/02_Founder_Collections/Dan_Winter/Dan_Winter_Total_Work_Index.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/02_Founder_Collections/Dan_Winter/Dan_Winter_Annex_NonMainstream_Disclaimer.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/06_Tools/crosslinking/scenario_linker_rules.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/06_Tools/hydraulics/hydraulics_friction_calculator.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/06_Tools/hydraulics/sample_inputs/example_site_01.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/06_Tools/hydraulics/sample_inputs/example_site_02.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/07_Scenario_Traceability/Traceability_Matrix.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario1.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario5.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario3.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario4.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario2.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/05_Doctrine_Output/markdown/Crossflow_Setup_Tuning.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/05_Doctrine_Output/markdown/Turbine_Selection_Doctrine.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/05_Doctrine_Output/markdown/Intake_Vortex_Prevention.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/05_Doctrine_Output/markdown/Penstock_Headloss_Rules.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/01_Master_Index/Visionary_Master_Index.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/01_Master_Index/Visionary_Comparative_Matrix.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/01_Master_Index/Crosslink_Map.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/01_Master_Index/Tag_Taxonomy.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/03_Visionary_Profiles/00_Profile_Template.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Tesla/publications/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Tesla/images/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Tesla/patents/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/schemas/INDEX.schema.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/schemas/LICENSE.schema.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Schauberger/publications/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Schauberger/images/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Schauberger/patents/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Shared/historical_images/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Shared/figures/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/04_Artifacts/Shared/diagrams/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/08_Review_and_Promotion/QA_Checklist.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/08_Review_and_Promotion/Release_Notes_Template.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/08_Review_and_Promotion/Merge_Map_To_Company_Tree.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/08_Review_and_Promotion/Promotion_Checklist.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/00_Admin/License_Policy.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/00_Admin/Conventions.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/00_Admin/Citation_Rules.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/00_Admin/Contribution_Guide.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations/Visionary_Intelligence/00_Admin/Naming_Standards.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/workspace_disk_guard.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/build_all.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/zip_repo_safe_guarded.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/copy_context_to_clipboard.sh,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/render_handbooks_guarded.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/one_click_installer.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/one_click_full_build.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/render_handbooks.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/zip_repo_safe.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/one_click_bootstrap.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/build_all_guarded.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/preflight_handbooks.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/automate_handbooks.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/scripts/context_for_chat.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/branding/DECISIONS_AND_TODOS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/branding/taglines/TAGLINES_MASTER.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/daily_fast.command,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/weekly_hash.command,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/backup_engine.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/dry_run.command,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/fix_permissions.command,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/monthly_repack.command,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/restore.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/restore.command,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/Tools/backup_config.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_FastTrack_Bundle/Evidence_Doc_Example.txt,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_FastTrack_Bundle/Operator_Card.txt,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_FastTrack_Bundle/PowerAutomate_Flows.txt,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_FastTrack_Bundle/SOP.txt,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_FastTrack_Bundle/SharePoint_Config.txt,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases/requirements.txt,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases/RELEASES_URL_SAMPLE.txt,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases/launch_mac.sh,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases/scripts/new_run.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases/scripts/run_one_command.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases/scripts/preflight_t002.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases/docs/POWER_AUTOMATE_EXTENSIONS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/05_Battery_PV_Wind/COST_BENCHMARKS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/04_Electrical_Protection/PROTECTION_OVERVIEW.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/06_Control_SCADA/BLACKSTART_CONCEPT.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/01_Hydraulics/HYDRAULICS_PRIMER.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/03_Turbine_Generator/CROSSFLOW_TURBINE.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/02_Hydram/HYDRAM_GUIDE.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-01_Turbine_Selection/handbook.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-01_Turbine_Selection/exports/HB-01_Turbine_Selection_Doctrine_(Crossflow-first).pdf,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-01_Turbine_Selection/contexts/CONTEXT_OVERLAYS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-02_Intake_Debris/handbook.md,
no_source,"_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-02_Intake_Debris/exports/HB-02_Intake_&_Debris_Management_(Run-of-River,_Water-kind).pdf",
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-02_Intake_Debris/contexts/CONTEXT_OVERLAYS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-05_Controls_SCADA/handbook.md,
no_source,"_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-05_Controls_SCADA/exports/HB-05_Controls,_Blackstart_&_SCADA_(Microgrid_Backbone).pdf",
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-05_Controls_SCADA/contexts/CONTEXT_OVERLAYS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-06_Commissioning_FAT_SAT/handbook.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-06_Commissioning_FAT_SAT/exports/HB-06_Commissioning_&_Acceptance_Testing_(FAT_→_SAT).pdf,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-06_Commissioning_FAT_SAT/contexts/CONTEXT_OVERLAYS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-03_Penstock_Headloss/handbook.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-03_Penstock_Headloss/exports/HB-03_Penstock_&_Headloss_Design_(≤10%_Loss_Standard).pdf,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-03_Penstock_Headloss/contexts/CONTEXT_OVERLAYS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-04_Hydram_Tuning/handbook.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-04_Hydram_Tuning/exports/HB-04_Hydraulic_Ram_Pump_Design_&_Tuning.pdf,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/HB-04_Hydram_Tuning/contexts/CONTEXT_OVERLAYS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/_shared/COVER_TEMPLATE.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/_shared/handbook_style.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/_shared/DEFAULT_CONTEXTS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/_shared/CONTEXT_MATRIX.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/04_Technology/handbooks/_shared/DISCLAIMER.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/07_Volume_G_Resonance_RamPump_to_Turbine_Generator/Volume_G_Resonance_RamPump_to_Turbine_Generator.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_D_Microgrids_and_Controls.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_E_Safety_Codes_Standards.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_C_Storage_and_Power_Electronics.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_F_Economics_and_Costs.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_B1_Solar_PV.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_B4_Biogas.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_B5_Hydrogen.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_G_Resonance_RamPump_to_Turbine_Generator.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_B2_Wind.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_B3_Microhydro.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/DOCX_Versions/Volume_A_System_Engineering.docx,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/06_Volume_F_Economics_and_Costs/Volume_F_Economics_and_Costs.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/02_Volume_B_Generation_Tech/Wind/Volume_B2_Wind.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/02_Volume_B_Generation_Tech/Hydrogen/Volume_B5_Hydrogen.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/02_Volume_B_Generation_Tech/Solar_PV/Volume_B1_Solar_PV.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/02_Volume_B_Generation_Tech/Microhydro/Volume_B3_Microhydro.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/02_Volume_B_Generation_Tech/Bioenergy_Biogas/Volume_B4_Biogas.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/03_Volume_C_Storage_and_Power_Electronics/Volume_C_Storage_and_Power_Electronics.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/01_Volume_A_System_Engineering/Volume_A_System_Engineering.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/05_Volume_E_Safety_Codes_Standards/Volume_E_Safety_Codes_Standards.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/04_Volume_D_Microgrids_and_Controls/Volume_D_Microgrids_and_Controls.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/08_Tools_Templates/Hydro_Site_Survey.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/08_Tools_Templates/Load_Audit_Template.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/09_Reference_Library/references.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/OffGrid_Renewables_Cleantech_Engineering_Manual_V2/09_Reference_Library/references.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/SCOPE.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/STATUS.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Tesla/Tesla_Profile.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Tesla/Tesla_Works_Index.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Tesla/Tesla_Patent_Compendium.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Schauberger/Schauberger_Profile.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Schauberger/Schauberger_Works_Index.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Schauberger/Schauberger_Patent_Compendium.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Dan_Winter/Dan_Winter_Profile.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Dan_Winter/Dan_Winter_Total_Work_Index.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/02_Founder_Collections/Dan_Winter/Dan_Winter_Annex_NonMainstream_Disclaimer.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/06_Tools/crosslinking/scenario_linker_rules.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/06_Tools/hydraulics/hydraulics_friction_calculator.py,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/06_Tools/hydraulics/sample_inputs/example_site_01.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/06_Tools/hydraulics/sample_inputs/example_site_02.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/07_Scenario_Traceability/Traceability_Matrix.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario1.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario5.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario3.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario4.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/07_Scenario_Traceability/Scenario_Crosslinks/Scenario2.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/05_Doctrine_Output/markdown/Crossflow_Setup_Tuning.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/05_Doctrine_Output/markdown/Turbine_Selection_Doctrine.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/05_Doctrine_Output/markdown/Intake_Vortex_Prevention.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/05_Doctrine_Output/markdown/Penstock_Headloss_Rules.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/01_Master_Index/Visionary_Master_Index.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/01_Master_Index/Visionary_Comparative_Matrix.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/01_Master_Index/Crosslink_Map.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/01_Master_Index/Tag_Taxonomy.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/03_Visionary_Profiles/00_Profile_Template.md,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Tesla/publications/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Tesla/images/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Tesla/patents/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/schemas/INDEX.schema.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/schemas/LICENSE.schema.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Schauberger/publications/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Schauberger/images/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Schauberger/patents/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Shared/historical_images/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Shared/figures/INDEX.json,
no_source,_CONSOLIDATION_BACKUP/pre_consolidation_20260211_223612/99_Operations 2/Visionary_Intelligence/04_Artifacts/Shared/diagrams/INDEX.json,
